sl.no.,isbn,isbn10
3112,9780373210183,0373210183
3113,,
3114,9781595143976,1595143971
3115,9780316134026,0316134023
3116,9780525422945,0525422943
3117,9780375856112,0375856110
3118,,
3119,9780142421710,0142421715
3120,9781442409057,1442409053
3121,9780756404734,0756404738
3122,9780307887436,030788743X
3123,9781423140566,1423140567
3124,9781423121312,1423121317
3125,,
3126,9780373210367,0373210361
3127,,
3128,9780061797026,0061797022
3129,9780062004017,0062004018
3130,9780061783180,0061783188
3131,9781841497976,1841497975
3132,9780062085481,0062085484
3133,9780061985867,0061985864
3134,9780451233325,0451233328
3135,9781612130293,1612130291
3136,9780441020423,0441020429
3137,9780316123525,0316123528
3138,9781908105264,1908105267
3139,9780061659256,0061659258
3140,9781423147954,1423147952
3141,9781442429987,1442429984
3142,9780061779848,0061779849
3143,,
3144,9780062001030,0062001035
3145,9781451627282,1451627289
3146,9780061449123,0061449121
3147,9780312650087,0312650086
3148,9781612130583,1612130585
3149,9780061668098,0061668095
3150,9780062024039,0062024035
3151,9780399254833,0399254838
3152,9780062011992,0062011995
3153,9780061783197,0061783196
3154,9780451233165,0451233166
3155,,
3156,9780312662752,0312662750
3157,9781905654871,1905654871
3158,9781595143921,1595143920
3159,9780553807226,0553807226
3160,9780385738774,0385738773
3161,9780061284427,0061284424
3162,9780312624675,0312624670
3163,9780758232014,0758232012
3164,9780670012947,0670012947
3165,9780385735339,0385735332
3166,9780983157205,0983157200
3167,9781439198780,1439198780
3168,9780062002327,0062002325
3169,9780061720857,0061720852
3170,9780575095779,0575095776
3171,9781450595988,1450595987
3172,9780062049803,0062049801
3173,,
3174,9780451463791,045146379X
3175,9781439136805,1439136807
3176,9780451234865,0451234863
3177,9780385343831,0385343833
3178,,
3179,9781442403390,144240339X
3180,9780312360818,0312360819
3181,9780670063116,0670063118
3182,9780545284103,0545284104
3183,9781937085766,1937085767
3184,9780765328656,0765328658
3185,9780307932235,0307932230
3186,9780345525543,034552554X
3187,9780061974557,0061974552
3188,9780062027870,0062027875
3189,9780307408846,0307408841
3190,9780575100138,0575100133
3191,9781250000231,1250000238
3192,9780345521309,0345521307
3193,9780553826104,0553826107
3194,9780385738385,0385738382
3195,9781416978978,1416978976
3196,9780374193683,0374193681
3197,9781848568556,184856855X
3198,9780373210275,0373210272
3199,9781595143952,1595143955
3200,,
3201,9780007442911,0007442912
3202,,
3203,9781442416864,1442416866
3204,9780061978067,006197806X
3205,9780345803573,0345803574
3206,,
3207,9780425266748,0425266745
3208,9781595143181,1595143181
3209,9780062059932,0062059939
3210,,
3211,9780345803504,0345803507
3212,,
3213,,
3214,9780749956141,0749956143
3215,9780451235848,0451235843
3216,9781907411052,1907411054
3217,,
3218,9780385344227,0385344228
3219,9780749959173,0749959177
3220,9780670023486,0670023485
3221,9780061996184,0061996181
3222,9781423140573,1423140575
3223,,
3224,9780373210510,0373210515
3225,,
3226,9780803734739,0803734735
3227,9781423121329,1423121325
3228,9780061783203,006178320X
3229,9780385342063,0385342063
3230,9781439136829,1439136823
3231,9781423140603,1423140605
3232,9780307592736,0307592731
3233,9781595143983,159514398X
3234,,
3235,9781451681734,1451681739
3236,9780062071132,0062071130
3237,9781936305551,1936305550
3238,,
3239,9780062085610,0062085611
3240,9780307352149,0307352145
3241,9780575096578,0575096578
3242,9780373776573,0373776578
3243,9781849013765,1849013764
3244,9780399159015,0399159010
3245,9780316122382,0316122386
3246,9781841497969,1841497967
3247,9780312625207,0312625200
3248,9780373210497,0373210493
3249,9781442409071,144240907X
3250,9780451236715,0451236718
3251,9780425263914,0425263916
3252,9780812983609,0812983602
3253,9780983157229,0983157227
3254,9780679644194,0679644199
3255,9780812992793,0812992792
3256,9780061797057,0061797057
3257,9780312624699,0312624697
3258,,
3259,,
3260,9780749955526,074995552X
3261,9780812993295,0812993292
3262,9780375990670,0375990674
3263,9780062071040,0062071041
3264,9781439102749,1439102740
3265,9780316098793,0316098795
3266,9780373776986,0373776985
3267,(ISBN10: 0615,"<ERROR> _IDX: 3268 error(8): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
3268,9780062004048,0062004042
3269,9781937044961,1937044963
3270,9780062060754,0062060759
3271,9781469905839,1469905833
3272,,
3273,9780061928123,0061928127
3274,,
3275,9780061449154,0061449156
3276,9781405513524,1405513527
3277,,
3278,,
3279,9780061957895,0061957895
3280,9781480095533,1480095532
3281,9780749955915,0749955910
3282,,
3283,9780062103734,0062103733
3284,9780062012012,0062012010
3285,9780316204279,0316204277
3286,9781442426672,1442426675
3287,,
3288,9781455503063,1455503061
3289,9780984967544,0984967540
3290,9780425247563,0425247562
3291,9781841498034,1841498033
3292,9780345531568,0345531566
3293,9781451641813,1451641818
3294,,
3295,9781936305704,1936305704
3296,9780312664855,0312664850
3297,,
3298,9780316228534,0316228532
3299,9780765329585,0765329581
3300,9781476712987,1476712980
3301,9781406321340,1406321346
3302,9781301347940,1301347949
3303,,
3304,,
3305,9781301627448,1301627445
3306,,
3307,9781476730103,1476730105
3308,9780007524273,0007524277
3309,,
3310,,
3311,,
3312,,
3313,9780451239358,0451239350
3314,2940016356938,0016356934
3315,9781250014405,1250014409
3316,,
3317,9780312642969,0312642962
3318,9781595143198,159514319X
3319,(ISBN10: 9383,"<ERROR> _IDX: 3320 error(9): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
3320,9781482348736,148234873X
3321,9780988301320,0988301326
3322,9780062059963,0062059963
3323,,
3324,,
3325,,
3326,9781476731537,1476731535
3327,9780399256769,0399256768
3328,9780062085535,0062085530
3329,2940016319506,0016319508
3330,9781301345670,1301345679
3331,,
3332,,
3333,,
3334,,
3335,2940016554327,0016554329
3336,,
3337,9780441020010,0441020011
3338,,
3339,9780425267042,0425267040
3340,9780062072061,0062072064
3341,9780062014535,0062014536
3342,9780451419712,0451419715
3343,9781301786459,1301786454
3344,9780988369467,098836946X
3345,9780751552614,0751552615
3346,9780345544117,0345544110
3347,,
3348,9780425266519,0425266516
3349,9781479359080,1479359084
3350,,
3351,,
3352,9780062255662,0062255665
3353,9781626204645,1626204640
3354,,
3355,9781402245855,1402245858
3356,,
3357,9780425267066,0425267067
3358,9781477867181,147786718X
3359,,
3360,2940016666655,0016666658
3361,9780062076106,0062076108
3362,9781937053161,1937053164
3363,9781301513468,1301513466
3364,9780345545831,0345545834
3365,,
3366,1230000109478,0000109479
3367,9781937007584,1937007588
3368,2940016249308,0016249305
3369,9780061996207,0061996203
3370,,
3371,,
3372,9780988941908,0988941902
3373,,
3374,,
3375,,
3376,9780061957918,0061957917
3377,9780425263990,0425263991
3378,1230000128935,0000128937
3379,,
3380,2940016487083,0016487087
3381,,
3382,9780989598415,0989598411
3383,9781439102763,1439102767
3384,9781301213641,1301213640
3385,,
3386,9780615796154,061579615X
3387,,
3388,(ISBN10: 1939,"<ERROR> _IDX: 3389 error(10): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
3389,,
3390,2940016344638,0016344634
3391,,
3392,9781622667987,1622667980
3393,(ISBN10: 1939,"<ERROR> _IDX: 3394 error(11): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
3394,,
3395,9781482313123,148231312X
3396,9781451649918,1451649916
3397,9781301163748,1301163740
3398,9780385538176,0385538170
3399,9780316176484,0316176486
3400,9781538727379,1538727374
3401,,
3402,9781481426305,1481426303
3403,9780062059994,0062059998
3404,,
3405,,
3406,,
3407,9780312642976,0312642970
3408,,
3409,9781499145342,1499145349
3410,9781619630659,1619630656
3411,,
3412,9781622662647,1622662644
3413,9781423146735,1423146735
3414,9780316134071,0316134074
3415,9781595143211,1595143211
3416,,
3417,,
3418,,
3419,,
3420,,
3421,,
3422,,
3423,,
3424,,
3425,9781942095231,1942095236
3426,,
3427,9781442484238,1442484233
3428,9780062072092,0062072099
3429,2940149543335,0149543336
3430,,
3431,,
3432,,
3433,9780062333049,0062333046
3434,,
3435,9780425266861,0425266869
3436,9781476746586,1476746583
3437,,
3438,9780989339285,0989339289
3439,,
3440,9781496026064,1496026063
3441,2940149364466,0149364466
3442,2940149218271,0149218273
3443,,
3444,9781476766669,1476766665
3445,9780991127351,0991127358
3446,9780451418333,0451418336
3447,9780990304890,0990304892
3448,9780765326362,0765326361
3449,,
3450,,
3451,,
3452,9781476751801,1476751803
3453,9780062294807,0062294806
3454,9780451467966,0451467965
3455,,
3456,9781455599158,1455599158
3457,9780062224736,0062224735
3458,,
3459,9780374384685,0374384681
3460,9781491732960,1491732962
3461,,
3462,9781335009197,1335009191
3463,,
3464,,
3465,9781311633378,1311633375
3466,,
3467,9781310501593,1310501599
3468,9780991566655,0991566653
3469,,
3470,9780062076113,0062076116
3471,,
3472,9780989598460,0989598462
3473,(ISBN10: 0991,"<ERROR> _IDX: 3474 error(12): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
3474,9780451469403,0451469402
3475,9781481420761,1481420763
3476,9781502446930,1502446936
3477,,
3478,,
3479,9780425256749,042525674X
3480,9780989339261,0989339262
3481,,
3482,9780425256220,0425256227
3483,9780989740623,0989740625
3484,9780399167836,0399167838
3485,9781476766720,147676672X
3486,9781250045638,1250045630
3487,,
3488,,
3489,,
3490,9781476772356,1476772355
3491,,
3492,9780316206877,0316206873
3493,,
3494,9781494920692,1494920697
3495,9781493530687,1493530682
3496,,
3497,9780804176668,0804176663
3498,,
3499,,
3500,,
3501,9781619634442,1619634449
3502,9781501176838,1501176838
3503,9781594633669,1594633665
3504,9781511660662,151166066X
3505,,
3506,9781619636040,1619636042
3507,,
3508,9780698403871,0698403878
3509,,
3510,9780425280621,0425280624
3511,9781501101533,1501101536
3512,,
3513,,
3514,9781502541857,1502541858
3515,9780385755887,0385755880
3516,9780312642983,0312642989
3517,,
3518,9780993800139,0993800130
3519,,
3520,9781101946343,1101946342
3521,,
3522,9781939392626,1939392624
3523,9781942847007,1942847009
3524,,
3525,,
3526,9781476778013,1476778019
3527,9780312577223,0312577222
3528,9781250045652,1250045657
3529,9781455533220,145553322X
3530,2940150270794,0150270798
3531,,
3532,,
3533,,
3534,9781942874003,1942874006
3535,,
3536,9781512038569,1512038563
3537,,
3538,2940152157420,0152157425
3539,,
3540,9781942834045,1942834047
3541,9780385344418,0385344414
3542,9781511798334,1511798335
3543,,
3544,9780007579099,0007579098
3545,,
3546,9781494563943,1494563940
3547,,
3548,9781476791654,1476791651
3549,9781311051158,1311051155
3550,,
3551,,
3552,,
3553,9780804179034,0804179034
3554,9781501122859,1501122851
3555,9780399171611,0399171614
3556,9781595143228,159514322X
3557,9781508776208,1508776202
3558,9780986138546,0986138541
3559,,
3560,,
3561,9780425256756,0425256758
3562,9781511647397,1511647396
3563,,
3564,,
3565,9780062326249,0062326244
3566,9780374384715,0374384711
3567,,
3568,9780989508476,0989508471
3569,9781451650075,1451650078
3570,,
3571,,
3572,9780996397018,0996397019
3573,,
3574,9781476777948,1476777942
3575,9781633500044,1633500047
3576,,
3577,9780062336385,006233638X
3578,,
3579,,
3580,,
3581,,
3582,,
3583,9781310973284,1310973288
3584,9781501102073,1501102079
3585,9780765376459,0765376458
3586,9780062076083,0062076086
3587,,
3588,9789382665465,9382665463
3589,,
3590,9780062348678,0062348671
3591,,
3592,,
3593,,
3594,2940150877634,0150877633
3595,9781455588848,1455588849
3596,,
3597,9780553395198,055339519X
3598,9780345539823,0345539826
3599,,
3600,9781635575583,1635575583
3601,,
3602,,
3603,,
3604,9781442468351,1442468351
3605,9780062310668,0062310666
3606,9780545424981,0545424984
3607,9781484732748,148473274X
3608,,
3609,9780765376473,0765376474
3610,9780345539847,0345539842
3611,9780008250447,0008250448
3612,,
3613,9780062392176,0062392174
3614,9781250044655,1250044650
3615,9780399171628,0399171622
3616,,
3617,9781101904220,1101904224
3618,9780374384739,0374384738
3619,9781423160922,1423160924
3620,9780399162435,0399162437
3621,9781484715772,1484715772
3622,9780451475169,045147516X
3623,9780553499162,0553499165
3624,,
3625,,
3626,9781455539741,1455539740
3627,,
3628,,
3629,9781250091840,1250091845
3630,9781101883075,1101883073
3631,,
3632,,
3633,9780553522310,0553522310
3634,,
3635,9781400067695,1400067693
3636,9780062380876,0062380877
3637,9781250121004,1250121000
3638,9780812998603,081299860X
3639,9781101886694,1101886692
3640,,
3641,9780805099256,0805099255
3642,9780385743600,0385743602
3643,9781943983032,1943983038
3644,9780062414212,0062414216
3645,9780385344425,0385344422
3646,,
3647,9781481404549,1481404547
3648,9780385542364,0385542364
3649,9781595148223,1595148221
3650,9781250085474,1250085470
3651,9781743484951,174348495X
3652,9780425256763,0425256766
3653,9781939559425,1939559421
3654,9781250109309,1250109302
3655,9781455561780,1455561789
3656,9781250076922,1250076927
3657,9780373212057,0373212054
3658,9780062279026,0062279025
3659,9780553496680,0553496689
3660,9781492622468,149262246X
3661,,
3662,9780345544957,0345544951
3663,9781101990261,1101990260
3664,9781400068326,1400068320
3665,9780062200631,0062200631
3666,9780553447439,0553447432
3667,9781250069795,1250069793
3668,9781101967225,1101967226
3669,9780399167850,0399167854
3670,9781682305034,1682305031
3671,9780373211579,0373211570
3672,,
3673,9780765385505,0765385503
3674,9780062422583,0062422588
3675,9781250079121,1250079128
3676,,
3677,,
3678,9780062300546,0062300547
3679,9780804141260,0804141266
3680,9781472217554,1472217551
3681,9781338109061,1338109065
3682,9780062491794,0062491792
3683,9780062398901,0062398903
3684,9780698410428,0698410424
3685,,
3686,9781595148414,1595148418
3687,(ISBN10: 1503,"<ERROR> _IDX: 3688 error(13): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
3688,,
3689,9781451686630,1451686633
3690,9781101902769,1101902760
3691,9781476797380,1476797382
3692,9780062413710,0062413716
3693,9780525954576,0525954570
3694,9780525429562,0525429565
3695,,
3696,9781533134134,1533134138
3697,,
3698,9780062387653,0062387650
3699,,
3700,,
3701,9781408857908,1408857901
3702,9780735220683,0735220689
3703,9780765387462,0765387468
3704,9781250095251,1250095255
3705,9781442468405,1442468408
3706,9781501139239,1501139231
3707,9780735224292,0735224293
3708,,
3709,9781681195773,1681195771
3710,9781101885932,1101885939
3711,9780316341684,0316341681
3712,,
3713,9780525555360,0525555366
3714,9780062310712,0062310712
3715,,
3716,9781484746424,1484746422
3717,9780593565377,0593565371
3718,9780735212176,0735212171
3719,9780812995343,0812995341
3720,9780062382801,0062382802
3721,9781407177663,1407177664
3722,9780735211209,0735211205
3723,9780399547966,0399547967
3724,9780062348630,0062348639
3725,9780425284681,0425284689
3726,9780062289254,006228925X
3727,9781503943377,1503943372
3728,9780385534253,0385534256
3729,9780399171635,0399171630
3730,9780062290137,0062290134
3731,9781616956936,1616956933
3732,,
3733,9780425281277,0425281272
3734,,
3735,9780062457790,0062457799
3736,9780062348708,0062348701
3737,9781101886724,1101886722
3738,9781492649359,149264935X
3739,9781484763803,1484763807
3740,,
3741,,
3742,9780393609394,0393609391
3743,9780062380883,0062380885
3744,,
3745,,
3746,9780062289278,0062289276
3747,,
3748,,
3749,,
3750,9781250111173,125011117X
3751,9781682309810,1682309819
3752,9780062455864,0062455869
3753,9780451474490,045147449X
3754,9781101906750,1101906758
3755,9781594749476,1594749477
3756,9780593074794,0593074793
3757,9780553448122,0553448129
3758,,
3759,9780997426236,0997426233
3760,9781101988855,1101988851
3761,9780385514231,0385514239
3762,9780698192980,0698192982
3763,9781101906668,1101906669
3764,,
3765,9781250095961,1250095964
3766,9781484715765,1484715764
3767,,
3768,9780812989403,0812989406
3769,9781250123114,1250123119
3770,,
3771,(ISBN10: 1503,"<ERROR> _IDX: 3772 error(14): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
3772,9781682307922,1682307921
3773,9781943950126,1943950121
3774,9780985990466,0985990465
3775,,
3776,,
3777,9780345527868,0345527860
3778,9780451477859,0451477855
3779,9780062563668,0062563661
3780,,
3781,9781386410171,1386410179
3782,9781501123429,1501123424
3783,9780553522358,0553522353
3784,9780062129383,0062129384
3785,,
3786,9781250044662,1250044669
3787,9780062430267,0062430262
3788,9781938404993,1938404998
3789,9781423160939,1423160932
3790,,
3791,,
3792,9781682309797,1682309797
3793,9781250123077,1250123070
3794,9780008173067,0008173060
3795,9780812989885,0812989880
3796,9781101924921,1101924926
3797,9781501156007,1501156004
3798,9781471155307,1471155307
3799,9781250113320,1250113326
3800,9780316556347,0316556343
3801,,
3802,,
3803,9780735219113,0735219117
3804,,
3805,,
3806,,
3807,9781250170972,1250170974
3808,9781616201340,1616201347
3809,(ISBN10: 0451,"<ERROR> _IDX: 3810 error(15): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
3810,9780062319807,0062319809
3811,9781250130921,1250130921
3812,9781442472457,1442472456
3813,9781681196312,168119631X
3814,9781760403171,1760403172
3815,,
3816,9781501180989,1501180983
3817,9780735213180,0735213186
3818,9781619636101,1619636107
3819,9781501156212,1501156217
3820,9780399562457,0399562451
3821,,
3822,9781501193323,1501193325
3823,9781250168450,1250168457
3824,9780553499193,055349919X
3825,9780451476203,0451476204
3826,,
3827,9781626723634,162672363X
3828,,
3829,9780062643803,0062643800
3830,9780448494500,0448494507
3831,9781501154645,1501154648
3832,9780062662590,0062662597
3833,,
3834,9780525520375,0525520376
3835,9781250147905,1250147905
3836,9781942215707,1942215703
3837,,
3838,,
3839,9780393356687,039335668X
3840,9781524760984,1524760986
3841,9780062422996,0062422995
3842,9781984822178,1984822179
3843,9781501190537,1501190539
3844,9780345816023,0345816021
3845,9780316422772,0316422770
3846,,
3847,9780316341714,0316341711
3848,9780999048283,0999048287
3849,9781476717807,147671780X
3850,9781250149060,1250149061
3851,9780785217145,0785217142
3852,9780062676368,0062676369
3853,9781484728499,1484728491
3854,,
3855,,
3856,,
3857,9781524797188,1524797189
3858,9781501133435,1501133438
3859,9780735221963,0735221960
3860,,
3861,9781250095312,125009531X
3862,9781368024129,1368024122
3863,9781524763558,1524763551
3864,9781492656623,1492656623
3865,9781986221948,1986221946
3866,9781501171406,1501171402
3867,,
3868,9781449489427,1449489427
3869,,
3870,,
3871,9781945519178,1945519177
3872,9781250124715,1250124719
3873,9780399585968,0399585966
3874,,
3875,9780062490452,0062490451
3876,9780399586682,0399586687
3877,9781986665810,198666581X
3878,9781250158062,1250158060
3879,,
3880,9781732624702,1732624704
3881,,
3882,,
3883,9781250161598,1250161592
3884,9780399549786,0399549781
3885,9780765393586,0765393581
3886,9781370493609,1370493606
3887,9781473552623,1473552621
3888,9780525522133,0525522131
3889,9781250183972,1250183979
3890,9781501165856,1501165852
3891,9780062795250,0062795252
3892,9780385541695,0385541694
3893,9781452173962,1452173966
3894,,
3895,9781409172888,1409172880
3896,9780997426274,0997426276
3897,9781616958558,1616958553
3898,9781476740188,1476740186
3899,9780399592881,0399592881
3900,9781524798628,1524798622
3901,9781250301697,1250301696
3902,9780316310338,0316310336
3903,,
3904,9781101886007,1101886005
3905,,
3906,9781524759780,1524759783
3907,9780451490827,0451490827
3908,,
3909,,
3910,9780062963673,0062963678
3911,9781793307507,1793307504
3912,9781594634734,1594634734
3913,,
3914,,
3915,9780062699763,0062699768
3916,9781328662057,1328662055
3917,,
3918,9781982106980,1982106980
3919,,
3920,,
3921,9781476749297,1476749299
3922,9781250133731,1250133734
3923,9781787474406,1787474402
3924,9780525562023,0525562028
3925,9781250047328,1250047323
3926,9780385541213,038554121X
3927,9781681195087,1681195089
3928,9780374156022,0374156026
3929,9781501188770,1501188771
3930,9780316310406,0316310409
3931,9781542040068,154204006X
3932,(ISBN10: 0698,"<ERROR> _IDX: 3933 error(16): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
3933,9781524745158,1524745154
3934,9781250313072,1250313074
3935,9780316454131,0316454133
3936,9781400208418,1400208416
3937,9781250157669,1250157668
3938,9780316421997,0316421995
3939,,
3940,,
3941,,
3942,9781250200358,1250200350
3943,9781524714727,1524714720
3944,(ISBN10: 0228,"<ERROR> _IDX: 3945 error(17): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
3945,9780778330271,0778330273
3946,9780008239442,0008239444
3947,,
3948,9781503959606,1503959600
3949,9781524796372,1524796379
3950,,
3951,9780062662835,006266283X
3952,,
3953,9780316478526,0316478520
3954,,
3955,,
3956,,
3957,9781250145444,1250145449
3958,9781095447413,1095447416
3959,9781250200587,125020058X
3960,9781250175458,1250175453
3961,9781481497619,1481497618
3962,,
3963,9780062878335,0062878336
3964,9781509896882,1509896880
3965,9780812994162,0812994167
3966,9780316420013,0316420018
3967,9781250144546,125014454X
3968,9781471162145,1471162141
3969,,
3970,9780735220171,0735220174
3971,9781982169633,198216963X
3972,9781982107482,1982107480
3973,9781250313195,1250313198
3974,9780399562488,0399562486
3975,9780425285954,0425285952
3976,,
3977,(ISBN10: 0451,"<ERROR> _IDX: 3978 error(18): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
3978,9781525831515,1525831518
3979,9781534413528,1534413529
3980,9781250312853,125031285X
3981,9780062834300,0062834304
3982,9780062882943,0062882945
3983,9781501184000,1501184008
3984,9781250313577,1250313570
3985,9780735223714,0735223718
3986,,
3987,9781250312839,1250312833
3988,9781501196416,1501196413
3989,9780316332873,0316332879
3990,9781922261069,1922261068
3991,,
3992,9780802129031,080212903X
3993,9780356506999,0356506991
3994,9781984853752,1984853759
3995,9780062358202,0062358200
3996,,
3997,,
3998,9781786492913,1786492911
3999,9780698195264,0698195264
4000,,
4001,9781635574043,1635574048
4002,,
4003,9780765387561,0765387565
4004,,
4005,,
4006,9781984806734,1984806734
4007,9780062941503,006294150X
4008,9781481431873,1481431870
4009,,
4010,,
4011,9781984854780,198485478X
4012,,
4013,9781635575637,163557563X
4014,,
4015,9781984801258,1984801252
4016,9780440000174,0440000173
4017,,
4018,,
4019,,
4020,9781524746025,1524746029
4021,9780525540670,0525540679
4022,9781982137441,1982137444
4023,9781734099713,1734099712
4024,9781250237323,1250237327
4025,9780593230251,0593230256
4026,9780525521143,0525521143
4027,9781250189967,1250189969
4028,9781472223791,1472223799
4029,9781250236609,1250236606
4030,9780316707046,031670704X
4031,9781250229861,1250229863
4032,,
4033,9781524745172,1524745170
4034,,
4035,9781728206141,1728206146
4036,,
4037,9780525429760,052542976X
4038,9780385543767,038554376X
4039,9780525707967,0525707964
4040,9780440001553,0440001552
4041,,
4042,9781250248732,1250248736
4043,,
4044,,
4045,,
4046,9781982136451,1982136456
4047,9781250250469,1250250463
4048,9780062678164,0062678167
4049,9780765399311,0765399318
4050,,
4051,9780593128480,0593128486
4052,9780735216723,073521672X
4053,(ISBN10: 1787,"<ERROR> _IDX: 4054 error(19): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
4054,9781534437678,1534437673
4055,9781660089055,1660089050
4056,9798680019214,8680019216
4057,,
4058,,
4059,9780525954989,0525954988
4060,9780751579932,0751579939
4061,9780062671202,0062671200
4062,9781524739010,1524739014
4063,9780399590917,0399590919
4064,9781250204028,125020402X
4065,9780778310204,0778310205
4066,9780062838209,0062838202
4067,9781952457012,1952457017
4068,,
4069,9781982141462,1982141468
4070,9781616208189,161620818X
4071,,
4072,,
4073,9781984806116,1984806114
4074,9780805096606,0805096604
4075,9781250237279,1250237270
4076,,
4077,,
4078,9780525510444,0525510443
4079,9781735322315,1735322318
4080,,
4081,9780062941251,0062941259
4082,9781984819888,1984819887
4083,9781982137236,1982137231
4084,9781488099601,148809960X
4085,9781728215723,1728215722
4086,,
4087,9781838056124,1838056122
4088,9781368052405,1368052401
4089,9781538715635,1538715635
4090,,
4091,9781471187803,1471187802
4092,9780385351102,0385351100
4093,,
4094,9798649157605,8649157602
4095,9781982123918,1982123915
4096,9781838056117,1838056114
4097,9781250194718,1250194717
4098,,
4099,9781250202031,1250202035
4100,9780593135204,0593135202
